CODIGO DE FABRICA;COD GECOM;DESCRIPCION OPTIMA;RUBRO ;SUBRRUBRO ;MARCA;STOCK ;LISTA 1 ;LISTA 2;LISTA 3;COND DE IVA ;MONEDA;VISIBLE EN INTERNET ;MERCADO LIBRE;AMAZON ;OLX
CP-90-07-200;CP-90-07-200;CURVA 90 P/BANDEJA PERF 200MM;BANDEJAS;CURVA 90°;PRODEM;0;2465,9;2219,31;1834,14;21;$;S;S;S;S
CP-90-07-250;CP-90-07-250;CURVA 90 P/BANDEJA PERF 250MM;BANDEJAS;CURVA 90°;PRODEM;0;2713,57;2442,22;2018,36;21;$;S;S;S;S
CP-90-07-300;CP-90-07-300;CURVA 90 P/BANDEJA PERF 300MM;BANDEJAS;CURVA 90°;PRODEM;0;2990,73;2691,66;2224,51;21;$;S;S;S;S
CP-90-09-450;CP-90-09-450;CURVA 90 P/BANDEJA PERF 450MM;BANDEJAS;CURVA 90°;PRODEM;0;6733,32;6059,99;5008,25;21;$;S;S;S;S
CP-90-07-050;CP-90-07-050;CURVA 90 P/BANDEJA PERF 50MM;BANDEJAS;CURVA 90°;PRODEM;0;1386,76;1248,09;1031,48;21;$;S;S;S;S
CVAP-100;CVAP-100;CURVA VERTICAL ARTICULADA PERF 100MM;BANDEJAS;CURVA ARTICULADA;PRODEM;0;2666,4;2399,76;1983,27;21;$;S;S;S;S
CVAP-150;CVAP-150;CURVA VERTICAL ARTICULADA PERF 150MM;BANDEJAS;CURVA ARTICULADA;PRODEM;0;2884,58;2596,13;2145,56;21;$;S;S;S;S
CVAP-200;CVAP-200;CURVA VERTICAL ARTICULADA PERF 200MM;BANDEJAS;CURVA ARTICULADA;PRODEM;0;2942,57;2648,31;2188,69;21;$;S;S;S;S
CVAP-300;CVAP-300;CURVA VERTICAL ARTICULADA PERF 300MM;BANDEJAS;CURVA ARTICULADA;PRODEM;0;3568,63;3211,77;2654,35;21;$;S;S;S;S
CVAP-050;CVAP-050;CURVA VERTICAL ARTICULADA PERF 50MM;BANDEJAS;CURVA ARTICULADA;PRODEM;0;2478,68;2230,81;1843,65;21;$;S;S;S;S
EXBR1/4;EXBR1/4;EXPANSOR PARA BROCA 1/4;BANDEJAS;EXPANSOR ;PRODEM;0;476,22;428,6;354,21;21;$;S;S;S;S
GFT-T/1;GFT-T/1;GRAMPA DE FIJACION TAPA C/TORNILLO;BANDEJAS;GRAMPA;PRODEM;0;424,58;382,12;315,8;21;$;S;S;S;S
GFT-S/1;GFT-S/1;GRAMPA FIJACION SIMPLE P/TAPA;BANDEJAS;GRAMPA;PRODEM;0;214,26;192,83;159,36;21;$;S;S;S;S
NVR-1/4;NVR-1 /4;NIPLE P/VARILLA ROSCADA 1/4;BANDEJAS;NIPLE ;PRODEM;0;208,46;187,61;155,05;21;$;S;S;S;S
NVR-3/8;NVR-3/8;NIPLE P/VARILLA ROSCADA 3/8;BANDEJAS;NIPLE ;PRODEM;0;370,28;333,25;275,41;21;$;S;S;S;S
EPP-150;EPP-150;EMBUDO PERPENDICULAR/PARALELO 150;BANDEJAS;PERFIL C;PRODEM;0;10839,95;9755,95;8062,77;21;$;S;S;S;S
PC09-44X28;PC09-44X28;PERFIL C 44 X 28 X 0.9 X 300;BANDEJAS;PERFIL C;PRODEM;0;5741,65;5167,48;4270,65;21;$;S;S;S;S
PC09-44X44;PC09-44X44;PERFIL C 44 X 44 X 0.9 X 3000;BANDEJAS;PERFIL C;PRODEM;0;6786,39;6107,75;5047,73;21;$;S;S;S;S
PEB-50;PEB-50;PUNTERA EXTREMO BANDEJA PERF 50;BANDEJAS;PUNTERA;PRODEM;0;836,38;752,74;622,1;21;$;S;S;S;S
RCLP-100;RCLP-100;REDUCCION CONICA PERFORADA 100;BANDEJAS;REDUCCION;PRODEM;0;2774,51;2497,06;2063,68;21;$;S;S;S;S
RCLP-150;RCLP-150;REDUCCION CONICA PERFORADA 150;BANDEJAS;REDUCCION;PRODEM;0;3212,85;2891,56;2389,72;21;$;S;S;S;S
RCLP-300;RCLP-300;REDUCCION CONICA PERFORADA 300;BANDEJAS;REDUCCION;PRODEM;0;4853,18;4367,86;3609,8;21;$;S;S;S;S
RSP 200-300;RSP 200-300;REDUCCION SIMPLE PERFORADA 200-300;BANDEJAS;REDUCCION;PRODEM;0;#N/A;#N/A;#N/A;21;$;S;S;S;S
SOM-130;SOM-130;SOPORTE MENSULA 130;BANDEJAS;SOPORTE DE PARED;PRODEM;0;898,3;808,47;668,16;21;$;S;S;S;S
SOM-180;SOM-180;SOPORTE MENSULA 180;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1164,64;1048,18;866,26;21;$;S;S;S;S
SOM-230;SOM-230;SOPORTE MENSULA 230;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1293,39;1164,05;962,03;21;$;S;S;S;S
SOM-280;SOM-280;SOPORTE MENSULA 280;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1503,72;1353,35;1118,47;21;$;S;S;S;S
SOM-330;SOM-330;SOPORTE MENSULA 330;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1692,42;1523,18;1258,83;21;$;S;S;S;S
SOM-480;SOM-480;SOPORTE MENSULA 488;BANDEJAS;SOPORTE DE PARED;PRODEM;0;2460;2214;1829,76;21;$;S;S;S;S
SOM-80;SOM-80;SOPORTE MENSULA 80;BANDEJAS;SOPORTE DE PARED;PRODEM;0;819,67;737,71;609,67;21;$;S;S;S;S
SOR-130;SOR-130;SOPORTE MENSULA REFORZADO 130;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1638,37;1474,53;1218,62;21;$;S;S;S;S
SOR-180;SOR-180;SOPORTE MENSULA REFORZADO 180;BANDEJAS;SOPORTE DE PARED;PRODEM;0;1807,41;1626,67;1344,35;21;$;S;S;S;S
SOR-230;SOR-230;SOPORTE MENSULA REFORZADO 230;BANDEJAS;SOPORTE DE PARED;PRODEM;0;2033,46;1830,11;1512,49;21;$;S;S;S;S
SOR-280;SOR-280;SOPORTE MENSULA REFORZADO 280;BANDEJAS;SOPORTE DE PARED;PRODEM;0;2545,51;2290,96;1893,35;21;$;S;S;S;S
SOR-330;SOR-330;SOPORTE MENSULA REFORZADO 330;BANDEJAS;SOPORTE DE PARED;PRODEM;0;2888,52;2599,66;2148,48;21;$;S;S;S;S
SOR-480;SOR-480;SOPORTE MENSULA REFORZADO 480;BANDEJAS;SOPORTE DE PARED;PRODEM;0;3896,89;3507,2;2898,51;21;$;S;S;S;S
SDS-150;SDS-150;SOPORTE DOBLE DE SUSPENSION 150;BANDEJAS;SOPORTE DOBLE;PRODEM;0;1366,12;1229,51;1016,12;21;$;S;S;S;S
SDS-200;SDS-200;SOPORTE DOBLE DE SUSPENSION 200;BANDEJAS;SOPORTE DOBLE;PRODEM;0;1736,65;1562,98;1291,72;21;$;S;S;S;S
SDS-300;SDS-300;SOPORTE DOBLE DE SUSPENSION 300;BANDEJAS;SOPORTE DOBLE;PRODEM;0;2210,37;1989,33;1644,08;21;$;S;S;S;S
SOG-100;SOG-100;SOPORTE G DE SUSPENSION 100;BANDEJAS;SOPORTE G;PRODEM;0;686,01;617,41;510,26;21;$;S;S;S;S
SOG-150;SOG-150;SOPORTE G DE SUSPENSION 150;BANDEJAS;SOPORTE G;PRODEM;0;788,22;709,4;586,28;21;$;S;S;S;S
SOG-200;SOG-200;SOPORTE G DE SUSPENSION 200;BANDEJAS;SOPORTE G;PRODEM;0;976,93;879,23;726,64;21;$;S;S;S;S
SOG-300;SOG-300;SOPORTE G DE SUSPENSION 300;BANDEJAS;SOPORTE G;PRODEM;0;1204,33;1083,89;895,78;21;$;S;S;S;S
SOG-050;SOG-050;SOPORTE G DE SUSPENSION 50;BANDEJAS;SOPORTE G;PRODEM;0;553,33;498;411,57;21;$;S;S;S;S
TCP-90-07-150;TCP-90-07-150;TAPA CURVA 90 P/BANDEJA PERF 150 MM;BANDEJAS;TAPA CURVA 90°;PRODEM;0;1304,21;1173,78;970,07;21;$;S;S;S;S
TCP-90-07-050;TCP-90-07-050;TAPA CURVA 90 P/BANDEJA PERF 50 MM;BANDEJAS;TAPA CURVA 90°;PRODEM;0;915,01;823,51;680,58;21;$;S;S;S;S
TCVAP-150;TCVAP-150;TAPA/CURVA VERTICAL ARTICULADA PERF 150;BANDEJAS;TAPA CURVA ARTICULADA;PRODEM;0;1809,38;1628,44;1345,82;21;$;S;S;S;S
TCVAP-050;TCVAP-050;TAPA/CURVA VERTICAL ARTICULADA PERF 50;BANDEJAS;TAPA CURVA ARTICULADA;PRODEM;0;1339,59;1205,63;996,39;21;$;S;S;S;S
TTRP-07-100;TTRP-07-100;TAPA BANDEJA PERF 100 X 07 X 3000 MM;BANDEJAS;TAPA DE BANDEJA;PRODEM;0;4248,74;3823,87;3160,22;21;$;S;S;S;S
TTRP-07-150;TTRP-07-150;TAPA BANDEJA PERF 150 X 07 X 3000 MM;BANDEJAS;TAPA DE BANDEJA;PRODEM;0;5531,33;4978,19;4114,21;21;$;S;S;S;S
TTRP-07-200;TTRP-07-200;TAPA BANDEJA PERF 200 X 07 X 3000 MM;BANDEJAS;TAPA DE BANDEJA;PRODEM;0;7128,41;6415,57;5302,12;21;$;S;S;S;S
TTRP-07-300;TTRP-07-300;TAPA BANDEJA PERF 300 X 07 X 3000 MM;BANDEJAS;TAPA DE BANDEJA;PRODEM;0;9904,89;8914,4;7367,27;21;$;S;S;S;S
TTRP-07-050;TTRP-07-050;TAPA BANDEJA PERF 50 X 07 X 3000 MM;BANDEJAS;TAPA DE BANDEJA;PRODEM;0;3077,22;2769,5;2288,84;21;$;S;S;S;S
CUE-01;CUE-01;CUPLA UNION ESCALERA C/BULONERIA X1;BANDEJAS;TIPO ESCALERA;PRODEM;0;1013,96;912,56;754,18;21;$;S;S;S;S
CE-64-90-150;CE-64-90-150;CURVA 90 ESCALERA 64 X 150MM;BANDEJAS;TIPO ESCALERA;PRODEM;0;6347,07;5712,36;4720,96;21;$;S;S;S;S
TRE-64-16-150;TRE-64-16-150;TRAMO BANDEJA ESCALERA 64X1.6X150MM;BANDEJAS;TIPO ESCALERA;PRODEM;0;15242,59;13718,33;11337,47;21;$;S;S;S;S
TRE-64-16-300;TRE-64-16-300;TRAMO BANDEJA ESCALERA 64X1.6X300MM;BANDEJAS;TIPO ESCALERA;PRODEM;0;16781,69;15103,52;12482,25;21;$;S;S;S;S
TRE-64-16-450;TRE-64-16-450;TRAMO BANDEJA ESCALERA 64X1.6X450MM;BANDEJAS;TIPO ESCALERA;PRODEM;0;18486,89;16638,2;13750,58;21;$;S;S;S;S
TR-1/4;TR-1/4 U;TORNILLO 1/4 X UNIDAD;BANDEJAS;TORNILLO;PRODEM;0;30,31;27,28;22,54;21;$;S;S;S;S
"TH 1/2 X 1""";TH 1/2 X 1 U;TORNILLO HEXAGONAL 1/2 X UNID;BANDEJAS;TORNILLO;PRODEM;0;197,55;177,79;146,94;21;$;S;S;S;S
"TH 1/4 X 1""";TH 1/4 X 1 U;TORNILLO HEXAGONAL 1/4 X UNID;BANDEJAS;TORNILLO;PRODEM;0;64,37;57,93;47,87;21;$;S;S;S;S
"TH 5/16 X 1""";TH 5/16 X 1 U;TORNILLO HEXAGONAL 5/16 X UNID;BANDEJAS;TORNILLO;PRODEM;0;72,91;65,62;54,23;21;$;S;S;S;S
TTP-1/4;TTP-1/4 U;TORNILLO Y TUERCA 1/4 X UNIDAD;BANDEJAS;TORNILLO;PRODEM;0;61,24;55,12;45,55;21;$;S;S;S;S
THVR-5/16;THVR-5/16 U;TUERC HEXAG 5/16 P/VARILLA X U;BANDEJAS;TUERCA;PRODEM;0;30,77;27,69;22,89;21;$;S;S;S;S
TU-1/4;TU-1/4 U;TUERCA 1/4 X UNIDAD;BANDEJAS;TUERCA;PRODEM;0;30,93;27,84;23,01;21;$;S;S;S;S
THVR-1/2;THVR-1/2 U;TUERCA HEXAGONAL 1/2 P/VARILLA X UNIDAD;BANDEJAS;TUERCA;PRODEM;0;81,52;73,36;60,63;21;$;S;S;S;S
THVR-1/4;THVR-1/4 U;TUERCA HEXAGONAL 1/4 P/VARILLA X UNIDAD;BANDEJAS;TUERCA;PRODEM;0;22,87;20,58;17,01;21;$;S;S;S;S
UCP-07-100;UCP-07-100;UNION CRUZ P/BANDEJA PERF 100MM;BANDEJAS;UNION CRUZ;PRODEM;0;2657,55;2391,8;1976,69;21;$;S;S;S;S
UCP-07-150;UCP-07-150;UNION CRUZ P/BANDEJA PERF 150MM;BANDEJAS;UNION CRUZ;PRODEM;0;2994,66;2695,19;2227,43;21;$;S;S;S;S
UCP-07-300;UCP-07-300;UNION CRUZ P/BANDEJA PERF 300MM;BANDEJAS;UNION CRUZ;PRODEM;0;4225,15;3802,64;3142,68;21;$;S;S;S;S
UCP-07-050;UCP-07-050;UNION CRUZ P/BANDEJA PERF 50MM;BANDEJAS;UNION CRUZ;PRODEM;0;2420,69;2178,62;1800,51;21;$;S;S;S;S
UTP-07-100;UTP-07-100;UNION TE P/BANDEJA PERF 100MM;BANDEJAS;UNION TEE;PRODEM;0;2181,87;1963,68;1622,88;21;$;S;S;S;S
UTP-07-150;UTP-07-150;UNION TE P/BANDEJA PERF 150MM;BANDEJAS;UNION TEE;PRODEM;0;2385,31;2146,78;1774,2;21;$;S;S;S;S
UTP-07-200;UTP-07-200;UNION TE P/BANDEJA PERF 200MM;BANDEJAS;UNION TEE;PRODEM;0;2786,3;2507,67;2072,46;21;$;S;S;S;S
UTP-07-300;UTP-07-300;UNION TE P/BANDEJA PERF 300MM;BANDEJAS;UNION TEE;PRODEM;0;3587,3;3228,57;2668,24;21;$;S;S;S;S
UTP-07-050;UTP-07-050;UNION TE P/BANDEJA PERF 50MM;BANDEJAS;UNION TEE;PRODEM;0;1775,96;1598,36;1320,96;21;$;S;S;S;S
VRC-1/4;VRC-1/4;VARILLA ROSCADA 1/4 C/BULON;BANDEJAS;VARILLA ROSCADA;PRODEM;0;687,29;618,56;511,21;21;$;S;S;S;S
VRC-3/8;VRC-3/8;VARILLA ROSCADA 3/8 C/BULON;BANDEJAS;VARILLA ROSCADA;PRODEM;0;1459,79;1313,81;1085,79;21;$;S;S;S;S
VRC-5/16;VRC-5/16;VARILLA ROSCADA 5/16 C/BULON;BANDEJAS;VARILLA ROSCADA;PRODEM;0;1041,4;937,26;774,59;21;$;S;S;S;S
BAR-02;BAR-01;BARRERA INFRARROJA 10M;SEGURIDAD;BARRERAS;RAMY;0;8712;7840,8;6480;21;$;S;S;S;S
SEM-H03;SEM-H02;SEMAFORO GARAGE LED C/TIMER Y SONIDO;SEGURIDAD;SEMAFOROS;RAMY;0;16516,5;14864,85;12285;21;$;S;S;S;S
RH018;RH018;ZAPAT 4 MOD BIN C/TERM 1.5M MF;PROLONGADORES;ZAPATILLA;RICHI;0;237,1;213,39;176,36;21;$;S;S;S;S
RH020;RH020;ZAPAT 5 TOMAS BINOR 1.5M MF;PROLONGADORES;ZAPATILLA;RICHI;0;284,53;256,08;211,64;21;$;S;S;S;S
SAJ03;SAJ03;"EXTRACTOR 10"" FRENTE PLaSTICO";EXTRACTORES;EXTRACTORE;SAJAX;0;16298,96;14669,07;12123,2;21;$;S;S;S;S
SAJ01;SAJ01;"EXTRACTOR 4"" LINEA CLASICA";EXTRACTORES;EXTRACTORE;SAJAX;0;6554,88;5899,39;4875,53;21;$;S;S;S;S
SAJ02;SAJ02;"EXTRACTOR 6"" LINEA CLASICA";EXTRACTORES;EXTRACTORE;SAJAX;0;8079,27;7271,34;6009,37;21;$;S;S;S;S
SAJ04;SAJ04;"EXTRACTOR SATELITAL DE 4"" O 6""";EXTRACTORES;EXTRACTORE;SAJAX;0;19721,81;17749,63;14669,11;21;$;S;S;S;S
20011-16-34;20011-16-34;AP 1L BASE FLORE BL MICRO 14CM PANT TELA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;7383,42;6645,08;5491,8;21;$;S;S;S;S
20012-16-32;20012-16-32;AP 2L BASE FLORE BL MICRO Ø14CM CON PAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;14733,44;13260,1;10958,76;21;$;S;S;S;S
8002-13;8002-13;APLIQ 1 LUZ REDONDA BELEN ACE;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;#N/A;#N/A;#N/A;21;$;S;S;S;S
8000-01;8000-01;APLIQ 1 LUZ REDONDA BELEN BLAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2354,88;2119,4;1751,57;21;$;S;S;S;S
DR19012-01;DR19012-01;APLIQ 1L MOVIL DICROLED RED BL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2803,81;2523,43;2085,48;21;$;S;S;S;S
LR8100-26;LR8100-26;APLIQ 1L RED RADIO ROJO MET;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2188,16;1969,35;1627,56;21;$;S;S;S;S
LR5100;LR5100-01;APLIQ 1L REDON RADIO POLIC BLA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2304,32;2073,89;1713,96;21;$;S;S;S;S
LR5100-28;LR5100-28;APLIQ 1L REDON RADIO POLIC PLA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2304,32;2073,89;1713,96;21;$;S;S;S;S
18082-13;18082-13;APLIQ 2 LUZ BAJO VENTILADOR AC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;11059,88;9953,9;8226,36;21;$;S;S;S;S
18080-01;18080-01;APLIQ 2 LUZ BAJO VENTILADOR BL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6076,62;5468,96;4519,8;21;$;S;S;S;S
8022-13;8022-13;APLIQ 2 LUZ OVAL BELEN ACERO;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;#N/A;#N/A;#N/A;21;$;S;S;S;S
8020-01;8020-01;APLIQ 2 LUZ OVAL BELEN BLAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;#N/A;#N/A;#N/A;21;$;S;S;S;S
8062-13;8062-13;APLIQ 2 LUZ REDONDA BELEN ACE;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;9532,59;8579,33;7090,35;21;$;S;S;S;S
8060-01;8060-01;APLIQ 2 LUZ REDONDA BELEN BLAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5043,7;4539,33;3751,51;21;$;S;S;S;S
LR5120;LR5120-01;APLIQ 2L OVAL RADIO POLIC BLA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;4923,73;4431,36;3662,28;21;$;S;S;S;S
LR5120;LR5120-28;APLIQ 2L OVAL RADIO POLIC PLA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;4923,73;4431,36;3662,28;21;$;S;S;S;S
18092-13;18092-13;APLIQ 3 LUZ BAJO VENTILADOR AC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;16001,04;14400,94;11901,6;21;$;S;S;S;S
18090-01;18090-01;APLIQ 3 LUZ BAJO VENTILADOR BL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;8896,4;8006,76;6617,16;21;$;S;S;S;S
8042-13;8042-13;APLIQ 3 LUZ REDONDA BELEN ACE;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;13663,2;12296,88;10162,71;21;$;S;S;S;S
8040-01;8040-01;APLIQ 3 LUZ REDONDA BELEN BLAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;7301,19;6571,07;5430,63;21;$;S;S;S;S
6513-13;6513-13;APLIQ CUADR 1L C/MOV CUBET AC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;10060,91;9054,82;7483,32;21;$;S;S;S;S
19010-28;19010-28;APLIQ RECTANG 1L 11X15 PLATA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;4859,55;4373,59;3614,54;21;$;S;S;S;S
9011-13;9011-13;APLIQ RECTANG 1L TUL TUBO AC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;9305,87;8375,28;6921,72;21;$;S;S;S;S
LR5100-02;LR5100-02;APLIQUE 1 LUZ RED RADIO NG TUL POLIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2304,32;2073,89;1713,96;21;$;S;S;S;S
DR19012-28;DR19012-28;APLIQUE 1L MOVIL DICROLED GU10 B/RED Ø1;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;2358,08;2122,28;1753,95;21;$;S;S;S;S
LR5120-02;LR5120-02;APLIQUE 2 LUCES OVAL RAD NG TUL POLIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;4923,73;4431,36;3662,28;21;$;S;S;S;S
TR9021-13;TR9021-13;APLIQUE 2L E-27 BASE REGLETA 350 C/ TUL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;19318,86;17386,97;14369,4;21;$;S;S;S;S
DR19120-01;DR19120-01;APLIQUE 2L MOVIL DICROLED 350CM BLAN;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5227,68;4704,92;3888,36;21;$;S;S;S;S
DR19022-01;DR19022-01;APLIQUE 2L MOVIL DICROLED GU10 B/REGL 3;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6128,89;5516;4558,68;21;$;S;S;S;S
DR19022-28;DR19022-28;APLIQUE 2L MOVIL DICROLED GU10 B/REGL 3;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5158,5;4642,65;3836,9;21;$;S;S;S;S
LR5140-01;LR5140-01;APLIQUE 3 LUCES BASE RADIO BL TUL POLIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;7127,87;6415,08;5301,72;21;$;S;S;S;S
LR5140-02;LR5140-02;APLIQUE 3 LUCES BASE RADIO NG TUL POLIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;7127,87;6415,08;5301,72;21;$;S;S;S;S
TR9031-13;TR9031-13;APLIQUE 3L E-27 BASE REGLETA 600 C/ TUL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;27007,2;24306,48;20088;21;$;S;S;S;S
DR19023-01;DR19023-01;APLIQUE 3L MOVIL DICROLED GU10 B/REGL 6;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;8405,63;7565,07;6252,12;21;$;S;S;S;S
DR19023-28;DR19023-28;APLIQUE 3L MOVIL DICROLED GU10 B/REGL 6;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;12301,68;11071,51;9150,01;21;$;S;S;S;S
AR5140-01;AR5140-01;APLIQUE 4L E-27 BASE CUADRADA 28X28 BL ;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;16297,25;14667,52;12121,92;21;$;S;S;S;S
TR9041-13;TR9041-13;APLIQUE 4L E-27 BASE REGLETA 800 C/ TUL;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;36588,95;32930,05;27214,92;21;$;S;S;S;S
AR5140-28;AR5140-28;APLIQUE 4L E-27 CUADRADA 28X28 PLATA TUL POLIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;16297,25;14667,52;12121,92;21;$;S;S;S;S
DR19024-01;DR19024-01;APLIQUE 4L MOVIL DICROLED GU10 800CM BLA;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;10691,08;9621,97;7952,04;21;$;S;S;S;S
DR19222-01;DR19222-01;APLIQUE B/VENT 2L MOVIL DICROLED GU10 B;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6658,87;5992,98;4952,88;21;$;S;S;S;S
DR19222-28;DR19222-28;APLIQUE B/VENT 2L MOVIL DICROLED GU10 B;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5606,72;5046,05;4170,29;21;$;S;S;S;S
DR19232-01;DR19232-01;APLIQUE B/VENT 3L MOVIL DICROLED GU10 B;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;8758,46;7882,62;6514,56;21;$;S;S;S;S
DR19232-28;DR19232-28;APLIQUE B/VENT 3L MOVIL DICROLED GU10 B;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;7368,95;6632,06;5481,04;21;$;S;S;S;S
3008-19;3008-19;APLIQUE BASE 10 BRAZO L PANT 20CM OXIDO;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;9623,86;8661,47;7158,24;21;$;S;S;S;S
CJ6691-10;CJ6691-10;APLIQUE JAULA DIAMANTE 1 LUZ Ø25CM H30C;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;8331,82;7498,64;6197,22;21;$;S;S;S;S
CJ6691-02;CJ6691-02;APLIQUE JAULA DIAMANTE 1 LUZ Ø25CM H30C;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5660,22;5094,2;4210,08;21;$;S;S;S;S
CJ6691-01;CJ6691-01;APLIQUE JAULA DIAMANTE 1 LUZ Ø25CM H30C;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;5660,22;5094,2;4210,08;21;$;S;S;S;S
OS8900-51;OS8900-51;APLIQUE PANT. EMBUDO Ø12CM H19CM BASE R;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;8049,89;7244,9;5987,52;21;$;S;S;S;S
7695-02;7695-02;APLIQUE PARED PANT CHAPA 25CM BARRAL L;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6788,1;6109,29;5049;21;$;S;S;S;S
OS8920-51;OS8920-51;LAMP. DE ESCRITORIO PANT. EMBUDO BL MIC;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;12551,09;11295,98;9335,52;21;$;S;S;S;S
OS8920-52;OS8920-52;LAMP. DE ESCRITORIO PANT. EMBUDO NEGRO-;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;12551,09;11295,98;9335,52;21;$;S;S;S;S
LR5750-31;LR5750-31;VELADOR PINZA CON BARRAL CELESTE TUL PO;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6385,9;5747,31;4749,84;21;$;S;S;S;S
LR5750-02;LR5750-02;VELADOR PINZA CON BARRAL NG TUL POLICAR;ILUMINACION;APLIQUE DE PARED;SAN JUSTO ILUM;0;6385,9;5747,31;4749,84;21;$;S;S;S;S
20130-16-36;20130-16-36;ARAÑA 3L BRAZO LAT BL MICRO CON PANT DE;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;25803,49;23223,14;19192,68;21;$;S;S;S;S
20140-16-31;20140-16-31;ARAÑA 4L BRAZO LAT BL MICRO CON PANT DE;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;32420,26;29178,23;24114,24;21;$;S;S;S;S
6200;6200;ARO SUJECION LAMP DICRO;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;146,65;131,99;109,08;21;$;S;S;S;S
OS6810-52;OS6810-52;COLG 1 LUZ PANT EMBUDO 16CM H14CM;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;8049,89;7244,9;5987,52;21;$;S;S;S;S
CR6675-02;CR6675-02;COLG 1L MALLA METAL 30CM CADEN;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;10553,14;9497,82;7849,44;21;$;S;S;S;S
OS6820-52;OS6820-52;COLG 2 LUCES PANT EMBUDO 16CM H14CM NEGR;ILUMINACION;COLGANTES;SAN JUSTO ILUM;0;16907,03;15216,32;12575,48;21;$;S;S;S;S
